# m/z   	intensity 
1999.913244  	516.000000
2000.258846  	538.000000
2000.604477  	551.000000
2000.950138  	546.000000
2001.295829  	539.000000
2001.641550  	536.000000
2001.987300  	533.000000
2002.333081  	521.000000
2002.678891  	526.000000
2003.024730  	525.000000
2003.370600  	516.000000
2003.716499  	526.000000
2004.062428  	542.000000
2004.408387  	538.000000
2004.754376  	548.000000
2005.100394  	549.000000
2005.446442  	546.000000
2005.792520  	528.000000
2006.138628  	528.000000
2006.484765  	537.000000
2006.830932  	546.000000
2007.177129  	559.000000
2007.523356  	555.000000
2007.869612  	543.000000
2008.215898  	527.000000
2008.562214  	521.000000
2008.908560  	525.000000
2009.254935  	539.000000
2009.601340  	552.000000
2009.947775  	547.000000
2010.294240  	539.000000
2010.640735  	522.000000
2010.987259  	525.000000
2011.333813  	510.000000
2011.680397  	523.000000
2012.027010  	527.000000
2012.373654  	526.000000
2012.720327  	552.000000
2013.067030  	570.000000
2013.413762  	552.000000
2013.760524  	536.000000
2014.107317  	540.000000
2014.454138  	537.000000
2014.800990  	527.000000
2015.147871  	523.000000
2015.494783  	530.000000
2015.841724  	536.000000
2016.188694  	532.000000
2016.535695  	526.000000
2016.882725  	520.000000
2017.229785  	514.000000
2017.576874  	514.000000
2017.923994  	510.000000
2018.271143  	509.000000
2018.618322  	522.000000
2018.965531  	527.000000
2019.312769  	523.000000
2019.660038  	526.000000
2020.007336  	509.000000
2020.354663  	498.000000
2020.702021  	503.000000
2021.049408  	507.000000
2021.396825  	503.000000
2021.744272  	504.000000
2022.091749  	532.000000
2022.439255  	542.000000
2022.786791  	549.000000
2023.134357  	546.000000
2023.481953  	555.000000
2023.829578  	565.000000
2024.177233  	581.000000
2024.524918  	566.000000
2024.872633  	568.000000
2025.220377  	579.000000
2025.568151  	552.000000
2025.915955  	552.000000
2026.263789  	550.000000
2026.611653  	555.000000
2026.959546  	575.000000
2027.307469  	585.000000
2027.655421  	598.000000
2028.003404  	598.000000
2028.351416  	633.000000
2028.699458  	681.000000
2029.047530  	750.000000
2029.395632  	789.000000
2029.743763  	836.000000
2030.091924  	878.000000
2030.440115  	897.000000
2030.788335  	887.000000
2031.136586  	866.000000
2031.484866  	846.000000
2031.833176  	819.000000
2032.181515  	762.000000
2032.529885  	706.000000
2032.878284  	656.000000
2033.226713  	617.000000
2033.575171  	595.000000
2033.923660  	560.000000
2034.272178  	573.000000
2034.620726  	570.000000
2034.969303  	552.000000
2035.317911  	528.000000
2035.666548  	520.000000
2036.015215  	530.000000
2036.363912  	557.000000
2036.712638  	564.000000
2037.061394  	564.000000
2037.410180  	572.000000
2037.758996  	565.000000
2038.107842  	555.000000
2038.456717  	537.000000
2038.805622  	530.000000
2039.154557  	527.000000
2039.503521  	526.000000
2039.852515  	526.000000
2040.201540  	529.000000
2040.550593  	557.000000
2040.899677  	567.000000
2041.248790  	565.000000
2041.597933  	549.000000
2041.947106  	553.000000
2042.296309  	557.000000
2042.645541  	568.000000
2042.994803  	569.000000
2043.344095  	580.000000
2043.693417  	602.000000
2044.042768  	599.000000
2044.392149  	612.000000
2044.741560  	622.000000
2045.091001  	612.000000
2045.440471  	601.000000
2045.789972  	588.000000
2046.139501  	591.000000
2046.489061  	583.000000
2046.838651  	577.000000
2047.188270  	578.000000
2047.537919  	577.000000
2047.887598  	569.000000
2048.237306  	567.000000
2048.587044  	568.000000
2048.936812  	553.000000
2049.286610  	552.000000
2049.636438  	574.000000
2049.986295  	587.000000
2050.336182  	583.000000
2050.686099  	590.000000
2051.036045  	607.000000
2051.386022  	627.000000
2051.736028  	643.000000
2052.086063  	656.000000
2052.436129  	674.000000
2052.786224  	673.000000
2053.136349  	674.000000
2053.486504  	674.000000
2053.836689  	672.000000
2054.186903  	650.000000
2054.537147  	637.000000
2054.887421  	630.000000
2055.237725  	622.000000
2055.588058  	610.000000
2055.938421  	597.000000
2056.288814  	593.000000
2056.639237  	586.000000
2056.989690  	583.000000
2057.340172  	576.000000
2057.690684  	581.000000
2058.041225  	586.000000
2058.391797  	586.000000
2058.742398  	561.000000
2059.093029  	541.000000
2059.443690  	542.000000
2059.794380  	556.000000
2060.145100  	574.000000
2060.495850  	573.000000
2060.846630  	590.000000
2061.197440  	615.000000
2061.548279  	625.000000
2061.899148  	634.000000
2062.250047  	623.000000
2062.600975  	618.000000
2062.951934  	623.000000
2063.302922  	615.000000
2063.653939  	625.000000
2064.004987  	625.000000
2064.356064  	625.000000
2064.707171  	623.000000
2065.058308  	621.000000
2065.409475  	595.000000
2065.760671  	574.000000
2066.111897  	568.000000
2066.463153  	575.000000
2066.814439  	584.000000
2067.165754  	600.000000
2067.517099  	642.000000
2067.868474  	698.000000
2068.219879  	745.000000
2068.571313  	768.000000
2068.922777  	772.000000
2069.274271  	767.000000
2069.625795  	759.000000
2069.977348  	725.000000
2070.328932  	707.000000
2070.680544  	691.000000
2071.032187  	662.000000
2071.383860  	643.000000
2071.735562  	630.000000
2072.087294  	605.000000
2072.439056  	601.000000
2072.790847  	582.000000
2073.142668  	570.000000
2073.494519  	564.000000
2073.846400  	562.000000
2074.198310  	571.000000
2074.550251  	576.000000
2074.902221  	576.000000
2075.254220  	585.000000
2075.606250  	608.000000
2075.958309  	610.000000
2076.310398  	588.000000
2076.662517  	575.000000
2077.014666  	583.000000
2077.366844  	591.000000
2077.719052  	578.000000
2078.071290  	573.000000
2078.423557  	573.000000
2078.775855  	571.000000
2079.128182  	577.000000
2079.480539  	565.000000
2079.832925  	557.000000
2080.185342  	552.000000
2080.537788  	549.000000
2080.890263  	540.000000
2081.242769  	552.000000
2081.595304  	542.000000
2081.947870  	542.000000
2082.300464  	537.000000
2082.653089  	541.000000
2083.005743  	555.000000
2083.358428  	546.000000
2083.711142  	545.000000
2084.063885  	574.000000
2084.416659  	584.000000
2084.769462  	582.000000
2085.122295  	568.000000
2085.475157  	561.000000
2085.828050  	575.000000
2086.180972  	579.000000
2086.533924  	577.000000
2086.886906  	575.000000
2087.239917  	586.000000
2087.592958  	569.000000
2087.946029  	563.000000
2088.299130  	558.000000
2088.652260  	566.000000
2089.005421  	575.000000
2089.358611  	587.000000
2089.711830  	584.000000
2090.065080  	595.000000
2090.418359  	600.000000
2090.771668  	599.000000
2091.125007  	605.000000
2091.478375  	605.000000
2091.831774  	599.000000
2092.185202  	583.000000
2092.538659  	577.000000
2092.892147  	575.000000
2093.245664  	558.000000
2093.599211  	555.000000
2093.952788  	547.000000
2094.306395  	542.000000
2094.660031  	537.000000
2095.013697  	548.000000
2095.367393  	536.000000
2095.721118  	528.000000
2096.074874  	515.000000
2096.428659  	506.000000
2096.782473  	520.000000
2097.136318  	526.000000
2097.490192  	525.000000
2097.844096  	537.000000
2098.198030  	536.000000
2098.551994  	556.000000
2098.905987  	569.000000
2099.260010  	581.000000
2099.614063  	590.000000
2099.968146  	613.000000
2100.322258  	644.000000
2100.676400  	651.000000
2101.030572  	664.000000
2101.384774  	681.000000
2101.739005  	678.000000
2102.093266  	677.000000
2102.447557  	676.000000
2102.801878  	661.000000
2103.156228  	628.000000
2103.510608  	601.000000
2103.865018  	585.000000
2104.219458  	590.000000
2104.573927  	581.000000
2104.928427  	577.000000
2105.282956  	582.000000
2105.637514  	585.000000
2105.992103  	587.000000
2106.346721  	585.000000
2106.701369  	576.000000
2107.056046  	563.000000
2107.410754  	555.000000
2107.765491  	561.000000
2108.120258  	544.000000
2108.475055  	527.000000
2108.829881  	523.000000
2109.184737  	530.000000
2109.539623  	530.000000
2109.894539  	503.000000
2110.249485  	509.000000
2110.604460  	533.000000
2110.959465  	563.000000
2111.314499  	562.000000
2111.669564  	538.000000
2112.024658  	511.000000
2112.379782  	505.000000
2112.734936  	524.000000
2113.090119  	530.000000
2113.445333  	524.000000
2113.800576  	535.000000
2114.155848  	550.000000
2114.511151  	541.000000
2114.866483  	538.000000
2115.221845  	534.000000
2115.577237  	547.000000
2115.932658  	559.000000
2116.288110  	589.000000
2116.643591  	598.000000
2116.999102  	583.000000
2117.354642  	594.000000
2117.710212  	603.000000
2118.065812  	607.000000
2118.421442  	625.000000
2118.777102  	607.000000
2119.132791  	579.000000
2119.488510  	573.000000
2119.844259  	578.000000
2120.200037  	578.000000
2120.555846  	575.000000
2120.911684  	534.000000
2121.267552  	522.000000
2121.623449  	510.000000
2121.979377  	518.000000
2122.335334  	525.000000
2122.691320  	529.000000
2123.047337  	544.000000
2123.403383  	546.000000
2123.759459  	549.000000
2124.115565  	541.000000
2124.471701  	535.000000
2124.827866  	521.000000
2125.184061  	523.000000
2125.540286  	525.000000
2125.896541  	537.000000
2126.252825  	535.000000
2126.609139  	531.000000
2126.965483  	515.000000
2127.321857  	521.000000
2127.678260  	534.000000
2128.034693  	535.000000
2128.391156  	536.000000
2128.747648  	524.000000
2129.104171  	522.000000
2129.460723  	510.000000
2129.817305  	511.000000
2130.173916  	519.000000
2130.530558  	522.000000
2130.887229  	519.000000
2131.243930  	535.000000
2131.600660  	538.000000
2131.957421  	546.000000
2132.314211  	534.000000
2132.671031  	545.000000
2133.027880  	554.000000
2133.384760  	544.000000
2133.741669  	544.000000
2134.098608  	530.000000
2134.455577  	513.000000
2134.812575  	515.000000
2135.169603  	519.000000
2135.526661  	522.000000
2135.883749  	522.000000
2136.240866  	530.000000
2136.598013  	505.000000
2136.955190  	482.000000
2137.312397  	493.000000
2137.669633  	497.000000
2138.026899  	514.000000
2138.384195  	528.000000
2138.741521  	527.000000
2139.098876  	522.000000
2139.456261  	532.000000
2139.813676  	532.000000
2140.171121  	524.000000
2140.528595  	527.000000
2140.886100  	522.000000
2141.243633  	518.000000
2141.601197  	514.000000
2141.958791  	519.000000
2142.316414  	524.000000
