# m/z   	intensity 
1999.686087  	260.000000
2000.031713  	264.000000
2000.377370  	255.000000
2000.723056  	264.000000
2001.068772  	269.000000
2001.414517  	274.000000
2001.760293  	264.000000
2002.106098  	259.000000
2002.451933  	266.000000
2002.797798  	269.000000
2003.143693  	265.000000
2003.489618  	258.000000
2003.835573  	253.000000
2004.181557  	253.000000
2004.527571  	246.000000
2004.873615  	252.000000
2005.219689  	251.000000
2005.565793  	254.000000
2005.911927  	255.000000
2006.258090  	256.000000
2006.604283  	256.000000
2006.950506  	249.000000
2007.296759  	256.000000
2007.643042  	255.000000
2007.989355  	251.000000
2008.335697  	252.000000
2008.682069  	253.000000
2009.028471  	254.000000
2009.374903  	252.000000
2009.721365  	246.000000
2010.067857  	253.000000
2010.414378  	246.000000
2010.760929  	255.000000
2011.107511  	251.000000
2011.454121  	255.000000
2011.800762  	254.000000
2012.147433  	259.000000
2012.494133  	257.000000
2012.840864  	264.000000
2013.187624  	254.000000
2013.534414  	250.000000
2013.881233  	253.000000
2014.228083  	263.000000
2014.574963  	258.000000
2014.921872  	254.000000
2015.268811  	251.000000
2015.615780  	250.000000
2015.962779  	258.000000
2016.309807  	260.000000
2016.656866  	264.000000
2017.003954  	263.000000
2017.351072  	266.000000
2017.698220  	257.000000
2018.045398  	257.000000
2018.392606  	257.000000
2018.739843  	264.000000
2019.087111  	253.000000
2019.434408  	250.000000
2019.781735  	253.000000
2020.129092  	251.000000
2020.476478  	256.000000
2020.823895  	258.000000
2021.171341  	250.000000
2021.518817  	248.000000
2021.866323  	250.000000
2022.213859  	247.000000
2022.561425  	249.000000
2022.909020  	254.000000
2023.256646  	250.000000
2023.604301  	250.000000
2023.951986  	245.000000
2024.299701  	247.000000
2024.647445  	247.000000
2024.995220  	247.000000
2025.343024  	245.000000
2025.690858  	247.000000
2026.038722  	250.000000
2026.386616  	245.000000
2026.734540  	249.000000
2027.082494  	254.000000
2027.430477  	258.000000
2027.778490  	253.000000
2028.126533  	253.000000
2028.474606  	259.000000
2028.822709  	249.000000
2029.170841  	252.000000
2029.519004  	245.000000
2029.867196  	247.000000
2030.215418  	256.000000
2030.563670  	247.000000
2030.911951  	245.000000
2031.260263  	246.000000
2031.608604  	250.000000
2031.956976  	251.000000
2032.305377  	252.000000
2032.653808  	254.000000
2033.002268  	258.000000
2033.350759  	251.000000
2033.699279  	254.000000
2034.047829  	242.000000
2034.396410  	254.000000
2034.745019  	247.000000
2035.093659  	252.000000
2035.442329  	252.000000
2035.791028  	248.000000
2036.139757  	251.000000
2036.488516  	252.000000
2036.837305  	247.000000
2037.186124  	247.000000
2037.534973  	251.000000
2037.883851  	248.000000
2038.232759  	245.000000
2038.581697  	251.000000
2038.930665  	250.000000
2039.279663  	254.000000
2039.628691  	249.000000
2039.977748  	257.000000
2040.326835  	252.000000
2040.675952  	253.000000
2041.025099  	254.000000
2041.374276  	263.000000
2041.723483  	254.000000
2042.072719  	256.000000
2042.421985  	255.000000
2042.771282  	257.000000
2043.120607  	248.000000
2043.469963  	249.000000
2043.819349  	248.000000
2044.168764  	249.000000
2044.518210  	254.000000
2044.867685  	248.000000
2045.217190  	247.000000
2045.566724  	251.000000
2045.916289  	246.000000
2046.265883  	243.000000
2046.615508  	247.000000
2046.965162  	245.000000
2047.314846  	254.000000
2047.664560  	256.000000
2048.014303  	252.000000
2048.364077  	249.000000
2048.713880  	250.000000
2049.063713  	243.000000
2049.413576  	247.000000
2049.763469  	236.000000
2050.113391  	247.000000
2050.463344  	248.000000
2050.813326  	252.000000
2051.163338  	252.000000
2051.513380  	246.000000
2051.863452  	248.000000
2052.213554  	254.000000
2052.563685  	249.000000
2052.913846  	249.000000
2053.264038  	254.000000
2053.614259  	245.000000
2053.964509  	254.000000
2054.314790  	242.000000
2054.665101  	251.000000
2055.015441  	246.000000
2055.365811  	253.000000
2055.716211  	239.000000
2056.066641  	250.000000
2056.417100  	251.000000
2056.767590  	252.000000
2057.118109  	246.000000
2057.468658  	253.000000
2057.819237  	255.000000
2058.169846  	253.000000
2058.520485  	264.000000
2058.871153  	261.000000
2059.221852  	257.000000
2059.572580  	255.000000
2059.923338  	260.000000
2060.274126  	255.000000
2060.624943  	263.000000
2060.975791  	265.000000
2061.326668  	266.000000
2061.677575  	270.000000
2062.028512  	269.000000
2062.379479  	271.000000
2062.730476  	261.000000
2063.081502  	269.000000
2063.432559  	267.000000
2063.783645  	256.000000
2064.134761  	254.000000
2064.485907  	259.000000
2064.837082  	259.000000
2065.188288  	255.000000
2065.539523  	259.000000
2065.890788  	264.000000
2066.242083  	257.000000
2066.593408  	263.000000
2066.944763  	261.000000
2067.296147  	250.000000
2067.647562  	255.000000
2067.999006  	243.000000
2068.350480  	240.000000
2068.701984  	236.000000
2069.053517  	241.000000
2069.405081  	238.000000
2069.756674  	246.000000
2070.108297  	252.000000
2070.459950  	255.000000
2070.811633  	250.000000
2071.163346  	251.000000
2071.515088  	252.000000
2071.866861  	244.000000
2072.218663  	249.000000
2072.570495  	244.000000
2072.922357  	245.000000
2073.274248  	240.000000
2073.626170  	243.000000
2073.978121  	232.000000
2074.330103  	228.000000
2074.682114  	237.000000
2075.034154  	246.000000
2075.386225  	239.000000
2075.738326  	245.000000
2076.090456  	244.000000
2076.442616  	239.000000
2076.794806  	245.000000
2077.147026  	248.000000
2077.499276  	243.000000
2077.851555  	238.000000
2078.203865  	235.000000
2078.556204  	248.000000
2078.908573  	243.000000
2079.260972  	241.000000
2079.613400  	241.000000
2079.965859  	245.000000
2080.318347  	245.000000
2080.670865  	251.000000
2081.023414  	247.000000
2081.375991  	253.000000
2081.728599  	246.000000
2082.081237  	248.000000
2082.433904  	246.000000
2082.786601  	240.000000
2083.139328  	246.000000
2083.492085  	247.000000
2083.844872  	248.000000
2084.197688  	254.000000
2084.550535  	244.000000
2084.903411  	258.000000
2085.256317  	250.000000
2085.609253  	251.000000
2085.962219  	253.000000
2086.315214  	250.000000
2086.668239  	251.000000
2087.021295  	260.000000
2087.374380  	259.000000
2087.727495  	249.000000
2088.080639  	256.000000
2088.433814  	253.000000
2088.787018  	264.000000
2089.140252  	252.000000
2089.493516  	251.000000
2089.846810  	255.000000
2090.200134  	247.000000
2090.553488  	257.000000
2090.906871  	258.000000
2091.260284  	258.000000
2091.613727  	262.000000
2091.967200  	257.000000
2092.320703  	254.000000
2092.674235  	254.000000
2093.027798  	252.000000
2093.381390  	251.000000
2093.735012  	249.000000
2094.088664  	245.000000
2094.442346  	242.000000
2094.796057  	243.000000
2095.149798  	243.000000
2095.503570  	250.000000
2095.857371  	251.000000
2096.211202  	245.000000
2096.565062  	242.000000
2096.918953  	243.000000
2097.272873  	245.000000
2097.626823  	240.000000
2097.980803  	244.000000
2098.334813  	245.000000
2098.688853  	244.000000
2099.042923  	247.000000
2099.397022  	237.000000
2099.751151  	250.000000
2100.105310  	243.000000
2100.459499  	243.000000
2100.813718  	242.000000
2101.167966  	238.000000
2101.522245  	238.000000
2101.876553  	247.000000
2102.230891  	246.000000
2102.585259  	250.000000
2102.939657  	253.000000
2103.294084  	254.000000
2103.648542  	259.000000
2104.003029  	251.000000
2104.357546  	248.000000
2104.712093  	245.000000
2105.066669  	250.000000
2105.421276  	249.000000
2105.775912  	254.000000
2106.130579  	258.000000
2106.485275  	256.000000
2106.840000  	251.000000
2107.194756  	247.000000
2107.549542  	251.000000
2107.904357  	254.000000
2108.259202  	248.000000
2108.614077  	259.000000
2108.968982  	247.000000
2109.323917  	242.000000
2109.678881  	244.000000
2110.033876  	251.000000
2110.388900  	255.000000
2110.743954  	259.000000
2111.099038  	250.000000
2111.454152  	244.000000
2111.809295  	244.000000
2112.164469  	244.000000
2112.519672  	248.000000
2112.874905  	243.000000
2113.230168  	239.000000
2113.585460  	240.000000
2113.940783  	249.000000
2114.296135  	243.000000
2114.651518  	247.000000
2115.006930  	254.000000
2115.362372  	254.000000
2115.717843  	254.000000
2116.073345  	262.000000
2116.428876  	254.000000
2116.784437  	245.000000
2117.140028  	252.000000
2117.495649  	252.000000
2117.851300  	247.000000
2118.206981  	243.000000
2118.562691  	246.000000
2118.918431  	245.000000
2119.274201  	250.000000
2119.630001  	252.000000
2119.985831  	250.000000
2120.341690  	250.000000
2120.697580  	243.000000
2121.053499  	251.000000
2121.409448  	258.000000
2121.765427  	262.000000
2122.121435  	253.000000
2122.477474  	260.000000
2122.833542  	259.000000
2123.189640  	257.000000
2123.545769  	252.000000
2123.901926  	250.000000
2124.258114  	252.000000
2124.614332  	255.000000
2124.970579  	250.000000
2125.326856  	255.000000
2125.683163  	256.000000
2126.039500  	254.000000
2126.395867  	244.000000
2126.752263  	244.000000
2127.108690  	253.000000
2127.465146  	253.000000
2127.821632  	252.000000
2128.178148  	253.000000
2128.534693  	257.000000
2128.891269  	254.000000
2129.247874  	255.000000
2129.604509  	262.000000
2129.961175  	254.000000
2130.317869  	249.000000
2130.674594  	245.000000
2131.031349  	242.000000
2131.388133  	248.000000
2131.744947  	244.000000
2132.101791  	249.000000
2132.458665  	248.000000
2132.815569  	254.000000
2133.172502  	249.000000
2133.529466  	247.000000
2133.886459  	249.000000
2134.243482  	247.000000
2134.600535  	249.000000
2134.957617  	250.000000
2135.314730  	244.000000
2135.671872  	244.000000
2136.029044  	243.000000
2136.386246  	250.000000
2136.743478  	252.000000
2137.100740  	246.000000
2137.458031  	249.000000
2137.815353  	259.000000
2138.172704  	251.000000
2138.530085  	246.000000
2138.887496  	252.000000
2139.244936  	249.000000
2139.602407  	248.000000
2139.959907  	243.000000
2140.317437  	252.000000
2140.674997  	252.000000
2141.032587  	249.000000
2141.390207  	252.000000
2141.747856  	255.000000
2142.105536  	255.000000
2142.463245  	253.000000
2142.820984  	258.000000
2143.178753  	261.000000
2143.536551  	265.000000
2143.894380  	260.000000
2144.252238  	264.000000
2144.610126  	270.000000
2144.968044  	269.000000
2145.325992  	266.000000
2145.683970  	266.000000
2146.041977  	252.000000
2146.400015  	253.000000
2146.758082  	258.000000
2147.116179  	259.000000
2147.474306  	252.000000
2147.832462  	247.000000
2148.190649  	251.000000
